iter	RMSE
279	78.16809623
280	78.11634446
281	78.09350488
282	78.05397662
283	78.04784387
284	78.0091065
285	77.94327132
286	77.89994321
287	77.85867098
288	77.81203164
289	77.79564405
290	77.7897292
291	77.752653
292	77.74694211
293	77.74141541
294	77.73607624
295	77.72961855
296	77.67613837
297	77.67114634
298	77.62872655
299	77.60633695
300	77.60027286
301	77.55140614
302	77.51666274
303	77.47655143
304	77.42973183
305	77.31917199
306	77.29036634
307	77.20044075
308	77.15408132
309	77.1209817
310	77.05879483
311	77.01547252
312	76.99365478
313	76.95979033
314	76.91358561
315	76.88046331
316	76.85943086
317	76.84985484
318	76.8122231
319	76.7828628
320	76.73983891
321	76.70332698
322	76.66508203
323	76.60902375
324	76.59953154
325	76.56304464
326	76.524908
327	76.47597067
328	76.44305486
329	76.41402626
330	76.35917909
331	76.31955208
332	76.27647909
333	76.18565775
334	76.14053508
335	76.10650892
336	76.05188238
337	75.98866636
338	75.94767177
339	75.90171218
340	75.85101746
341	75.82293032
342	75.76680951
343	75.74878574
344	75.71040079
345	75.68103468
346	75.65547034
347	75.61725013
348	75.58261847
349	75.55228478
350	75.49366171
351	75.45691359
352	75.43183184
353	75.37844813
354	75.34722358
355	75.32281449
356	75.29036146
357	75.24286045
358	75.20025244
359	75.17703919
360	75.15520612
361	75.15019124
362	75.11820311
363	75.08245082
364	75.07757546
365	75.04739699
366	75.03842875
367	75.00135186
368	74.91706711
369	74.88411338
370	74.85085866
371	74.83442473
372	74.79449051
373	74.75986793
374	74.7270059
375	74.68366173
376	74.66014899
377	74.62483264
378	74.59941436
379	74.5641496
380	74.51683637
381	74.49521408
382	74.46645631
383	74.43892027
384	74.40414085
385	74.4000446
386	74.35599606
387	74.31923724
388	74.29524714
389	74.24304105
390	74.20942086
391	74.18065185
392	74.1448229
393	74.11477788
394	74.04580932
395	74.02142819
396	73.98877767
397	73.97049701
398	73.92921493
399	73.91031051
400	73.90575554
401	73.88274379
402	73.85159551
403	73.83508473
404	73.79835994
405	73.74512396
406	73.72032846
407	73.67499085
408	73.61523664
409	73.57981617
410	73.57604979
411	73.54865571
412	73.52291259
413	73.48297408
414	73.44005884
415	73.39767667
416	73.36755928
417	73.34087531
418	73.32011831
419	73.30087928
420	73.29750682
421	73.26514017
422	73.24550316
423	73.21522421
424	73.16966017
425	73.16546481
426	73.14396734
427	73.0843743
428	73.05947855
429	73.02523807
430	73.00535603
431	72.96846741
432	72.94733062
433	72.94393709
434	72.91614152
435	72.89644373
436	72.86202031
437	72.84319346
438	72.80810905
439	72.77473453
440	72.74695404
441	72.69990661
442	72.68408058
443	72.65297002
444	72.61802119
445	72.60317059
446	72.56115251
447	72.54831113
448	72.5222126
449	72.51044539
450	72.43155638
451	72.4056177
452	72.39128696
453	72.35775913
454	72.33749314
455	72.29371434
456	72.27203854
457	72.23435478
458	72.20927648
459	72.18883796
460	72.18545764
461	72.13375144
462	72.09334097
463	72.07290663
464	72.01871849
465	72.00038494
466	71.96167674
467	71.9364886
468	71.89504572
469	71.87346412
470	71.84070417
471	71.81551935
472	71.80811331
473	71.80279444
474	71.77296929
475	71.76979269
476	71.75159699
477	71.725854
478	71.70910264
479	71.67548012
480	71.64657872
481	71.6152883
482	71.57657138
483	71.55011517
484	71.53840036
485	71.53535125
486	71.50307141
487	71.48529475
488	71.45098593
489	71.37143259
490	71.34354822
491	71.31856975
492	71.2892362
493	71.26235105
494	71.25938331
495	71.23583502
496	71.19891767
497	71.15036695
498	71.11170544
499	71.09048621
500	71.08610767
501	71.07261568
502	71.04356982
503	71.0214429
504	71.01019246
505	70.97893828
506	70.95592495
507	70.92233563
508	70.90847575
509	70.88958257
510	70.86564287
511	70.83544301
512	70.80194383
513	70.770209
514	70.74079681
515	70.71583705
516	70.6856511
517	70.65908199
518	70.62750483
519	70.59353479
520	70.5858803
521	70.5639457
522	70.5473887
523	70.52047109
524	70.49153152
525	70.47152055
526	70.43289884
527	70.42231664
528	70.39266224
529	70.38108491
530	70.36801277
531	70.34765207
532	70.32394592
533	70.28704244
534	70.26291772
535	70.23709188
536	70.20979722
537	70.20647017
538	70.17529364
539	70.11359666
540	70.08326429
541	70.06625775
542	70.06357653
543	70.05121561
544	70.02054094
545	69.99761563
546	69.97727487
547	69.94730349
548	69.92984431
549	69.90726787
550	69.88055324
551	69.86441538
552	69.82358234
553	69.76923238
554	69.76651357
555	69.74007578
556	69.71764852
557	69.70109168
558	69.68998535
559	69.65439543
560	69.62196023
561	69.59436044
562	69.55601167
563	69.52313597
564	69.5102281
565	69.49318015
566	69.4751759
567	69.44995603
568	69.41759816
569	69.39039551
570	69.37067664
571	69.35442586
572	69.33497338
573	69.30808086
574	69.27864382
575	69.22572236
576	69.20795313
577	69.20213248
578	69.17343793
579	69.14481639
580	69.10891726
581	69.0854503
582	69.0744304
583	69.05979761
584	69.03161635
585	69.01172535
586	68.98557358
587	68.96400208
588	68.96138529
589	68.93463531
590	68.9265715
591	68.90369191
592	68.8844593
593	68.86119343
594	68.84265518
595	68.82258611
596	68.80999675
597	68.79118981
598	68.77161183
599	68.73271642
600	68.69484141
601	68.66957323
602	68.64950498
603	68.63722082
604	68.5988083
605	68.57131346
606	68.54188383
607	68.5194953
608	68.49988923
609	68.47027777
610	68.43419464
611	68.40754285
612	68.40460487
613	68.38380382
614	68.36673798
615	68.33904323
616	68.30981662
617	68.27119581
618	68.24568008
619	68.2207198
620	68.2182463
621	68.19384277
622	68.16219159
623	68.14693078
624	68.12152128
625	68.09692644
626	68.07064445
627	68.06536572
628	68.04209873
629	68.01243922
630	67.99722575
631	67.98729804
632	67.95093897
633	67.9252989
634	67.90808264
635	67.86915963
636	67.85250677
637	67.83614581
638	67.83028497
639	67.79215903
640	67.7642442
641	67.72507807
642	67.70827591
643	67.69521414
644	67.67639174
645	67.63634734
646	67.58412373
647	67.56429136
648	67.54980383
649	67.53902448
650	67.51524504
651	67.48146037
652	67.4540038
653	67.4357279
654	67.43055527
655	67.39922106
656	67.36461261
657	67.36220505
658	67.34314061
659	67.3249425
660	67.31169758
661	67.29724811
662	67.27140395
663	67.25404719
664	67.23824066
665	67.21866009
666	67.20406489
667	67.1984136
668	67.17951106
669	67.17172911
670	67.13885643
671	67.11221505
672	67.08725623
673	67.07231255
674	67.06904437
675	67.06361715
676	67.04313532
677	67.02089304
678	66.99887511
679	66.96764405
680	66.95107114
681	66.93743249
682	66.90207488
683	66.88176937
684	66.85679997
685	66.8223992
686	66.81980424
687	66.80611073
688	66.78705635
689	66.78482711
690	66.76463395
691	66.73341462
692	66.70365794
693	66.6867228
694	66.66369192
695	66.64778048
696	66.63227889
697	66.61877415
698	66.60257158
699	66.58723337
700	66.57241887
701	66.55628017
702	66.51942978
703	66.49197438
704	66.48125037
705	66.45680979
706	66.45097246
707	66.44881328
708	66.4365171
709	66.41115662
710	66.39826036
711	66.37679935
712	66.37355793
713	66.36103057
714	66.34113983
715	66.32403361
716	66.30122421
717	66.25946967
718	66.24936414
719	66.22718571
720	66.20780179
721	66.19258537
722	66.17284997
723	66.16017386
724	66.14095581
725	66.11994102
726	66.10674465
727	66.09833306
728	66.05762581
729	66.05552374
730	66.03754657
731	65.99900384
732	65.9800998
733	65.95902167
734	65.9356501
735	65.91888937
736	65.8879703
737	65.87543777
738	65.85537158
739	65.8447065
740	65.82491524
741	65.81501361
742	65.80624063
743	65.7794255
744	65.76845189
745	65.73619622
746	65.72025574
747	65.71107452
748	65.67479664
749	65.64715812
750	65.61803208
751	65.6048598
752	65.58411003
753	65.58035793
754	65.54722705
755	65.54516808
756	65.52808384
757	65.50014336
758	65.47680941
759	65.45489539
760	65.43593926
761	65.43124194
762	65.41373542
763	65.3426743
764	65.32943368
765	65.29000032
766	65.27574313
767	65.25003416
768	65.21763588
769	65.19425586
770	65.17965131
771	65.16566736
772	65.1616811
773	65.13871363
774	65.13573652
775	65.11156174
776	65.09658406
777	65.05855483
778	65.04592694
779	65.01430441
780	64.99544434
781	64.96647495
782	64.93877376
783	64.92210455
784	64.90769627
785	64.88663859
786	64.86848845
787	64.85872686
788	64.84134961
789	64.83389582
790	64.81279474
791	64.78863028
792	64.76499343
793	64.74662584
794	64.709373
795	64.67113117
796	64.65327367
797	64.65129113
798	64.63152536
799	64.57146533
800	64.56080058
801	64.54236876
802	64.50792969
803	64.50488003
804	64.46196474
805	64.4601199
806	64.44942645
807	64.43082485
808	64.40823341
809	64.39170488
810	64.36439776
811	64.36260244
812	64.35330134
813	64.33355785
814	64.30697869
815	64.28184918
816	64.26097881
817	64.25165508
818	64.23683797
819	64.20753981
820	64.1943503
821	64.18322338
822	64.17950274
823	64.1663485
824	64.15184681
825	64.12981926
826	64.1074474
827	64.09192026
828	64.06922843
829	64.04446191
830	64.03009091
831	64.02334838
832	64.00163539
833	63.99476165
834	63.97247045
835	63.95561629
836	63.92756961
837	63.89850082
838	63.87655969
839	63.8600752
840	63.84416228
841	63.84026275
842	63.82797792
843	63.81859159
844	63.79329759
845	63.76964002
846	63.75107116
847	63.72201465
848	63.70422963
849	63.68696933
850	63.6617546
851	63.64221422
852	63.61793629
853	63.60352655
854	63.59752263
855	63.58080824
856	63.56724479
857	63.55396601
858	63.49910998
859	63.48400842
860	63.46998579
861	63.44502681
862	63.4330047
863	63.41553339
864	63.41262561
865	63.39471763
866	63.38029031
867	63.34981058
868	63.31926692
869	63.29604497
870	63.27554145
871	63.26319319
872	63.24780496
873	63.23590981
874	63.21955238
875	63.20383393
876	63.19198594
877	63.18400436
878	63.16614466
879	63.13918803
880	63.11950959
881	63.10716057
882	63.09654165
883	63.09489165
884	63.07188355
885	63.04844773
886	63.03574838
887	63.02390142
888	62.98752481
889	62.97426523
890	62.95419524
891	62.94504295
892	62.92395246
893	62.9061801
894	62.88854045
895	62.87559557
896	62.86423407
897	62.85049014
898	62.82971877
899	62.80918661
900	62.78939863
901	62.7741889
902	62.76381661
903	62.74330462
904	62.71838595
905	62.70356146
906	62.70103799
907	62.679552
908	62.66936374
909	62.65422114
910	62.63509917
911	62.6301439
912	62.61568054
913	62.60058186
914	62.58130532
915	62.5525203
916	62.53800787
917	62.51803307
918	62.50601354
919	62.4801879
920	62.45399029
921	62.43707917
922	62.4279004
923	62.41525504
924	62.39689827
925	62.37831483
926	62.35922645
927	62.34564909
928	62.34190862
929	62.32456558
930	62.31605938
931	62.30492377
932	62.283084
933	62.26614515
934	62.25094084
935	62.24846497
936	62.22937082
937	62.2160552
938	62.19916067
939	62.15869796
940	62.14298208
941	62.12102671
942	62.11920281
943	62.10511892
944	62.09437975
945	62.07386773
946	62.06777683
947	62.02411266
948	62.01197801
949	62.00069191
950	61.99062181
951	61.96379659
952	61.94764886
953	61.93915365
954	61.9294872
955	61.91988516
956	61.90710938
957	61.90192467
958	61.88768156
959	61.87181029
960	61.84078339
961	61.83172306
962	61.81569609
963	61.80359594
964	61.78786847
965	61.78434098
966	61.7735377
967	61.76004541
968	61.74555038
969	61.74094427
970	61.72782097
971	61.72170754
972	61.71510434
973	61.69553031
974	61.685674
975	61.66498236
976	61.64652442
977	61.62809341
978	61.59934945
979	61.58565943
980	61.57516028
981	61.5658809
982	61.54450996
983	61.52379353
984	61.5042278
985	61.50249579
986	61.48967326
987	61.47027843
988	61.45332483
989	61.43451136
990	61.41503829
991	61.40412887
992	61.38075805
993	61.36769652
994	61.35781835
995	61.34385997
996	61.33792885
997	61.31653069
998	61.29625378
999	61.2818887
